name;chrom;strand;txStart;txEnd;exonCount;name2;Length;Name3
NM_001005465;chr14;-;22037933;22038875;1;OR10G3;942;OR10G3
NM_001004462;chr11;+;123886281;123887217;1;OR10G4;936;OR10G4
NM_001004463;chr11;-;123908772;123909708;1;OR10G7;936;OR10G7
NM_001004464;chr11;+;123900329;123901265;1;OR10G8;936;OR10G8
NM_001001953;chr11;+;123893719;123894655;1;OR10G9;936;OR10G9
NM_013940;chr19;-;15917816;15918936;1;OR10H1;1120;OR10H1
NM_013939;chr19;+;15838833;15839862;1;OR10H2;1029;OR10H2
NM_013938;chr19;+;15852202;15853153;1;OR10H3;951;OR10H3
NM_001004465;chr19;+;16059817;16060768;1;OR10H4;951;OR10H4
NM_001004466;chr19;+;15904858;15905806;1;OR10H5;948;OR10H5
NM_012351;chr1;+;159409511;159410600;1;OR10J1;1089;OR10J1
NM_001004467;chr1;-;159283459;159284449;1;OR10J3;990;OR10J3
NM_001004469;chr1;-;159504867;159505797;1;OR10J5;930;OR10J5
NM_001004473;chr1;+;158435351;158436293;1;OR10K1;942;OR10K1
NM_001004476;chr1;-;158389717;158390656;1;OR10K2;939;OR10K2
NM_206899;chr12;+;56030675;56031617;1;OR10P1;942;OR10P1
NM_001004471;chr11;-;57995353;57996390;1;OR10Q1;1037;OR10Q1
NM_001004472;chr1;+;158449667;158450675;1;OR10R2;1008;OR10R2
NM_001004474;chr11;-;123847402;123848398;1;OR10S1;996;OR10S1
NM_001004475;chr1;-;158368311;158369256;1;OR10T2;945;OR10T2
NM_001005324;chr11;-;59480388;59481318;1;OR10V1;930;OR10V1
NR_045005;chr11;+;59516284;59517054;1;OR10V2P;770;OR10V2P
NM_207374;chr11;-;58034263;58035732;1;OR10W1;1469;OR10W1
NM_001004477;chr1;-;158548708;158549689;1;OR10X1;981;OR10X1
NM_001004478;chr1;+;158576228;158577170;1;OR10Z1;942;OR10Z1
NM_013937;chr6;-;29393280;29395509;1;OR11A1;2229;OR11A1
NM_001005503;chr14;+;20665494;20666532;1;OR11G2;1038;OR11G2
NM_001005239;chr22;-;16448823;16449804;1;OR11H1;981;OR11H1
NM_001013354;chr14;+;19377593;19378574;1;OR11H12;981;OR11H12
NM_001197287;chr14;-;20181062;20182491;2;OR11H2;1429;OR11H2
NM_001004479;chr14;+;20710950;20711925;1;OR11H4;975;OR11H4
NM_001004480;chr14;+;20691868;20692861;1;OR11H6;993;OR11H6
NM_001001959;chr1;-;248004229;248005198;1;OR11L1;969;OR11L1
NM_013936;chr6;+;29364415;29365448;1;OR12D2;1033;OR12D2
NM_030959;chr6;-;29341199;29343068;1;OR12D3;1869;OR12D3
NM_001004297;chr10;-;45798101;45811056;4;OR13A1;12955;OR13A1
NM_001004481;chr9;-;107366951;107367908;1;OR13C2;957;OR13C2
NM_001001961;chr9;-;107298050;107299094;1;OR13C3;1044;OR13C3
NM_001001919;chr9;-;107288533;107289490;1;OR13C4;957;OR13C4
NM_001004482;chr9;-;107360737;107361694;1;OR13C5;957;OR13C5
NM_001004483;chr9;+;107331448;107332411;1;OR13C8;963;OR13C8
NM_001001956;chr9;-;107379528;107380485;1;OR13C9;957;OR13C9
NM_001004484;chr9;+;107456702;107457743;1;OR13D1;1041;OR13D1
NM_001004485;chr9;+;107266543;107267503;1;OR13F1;960;OR13F1
NM_001005487;chr1;-;247835419;247836343;1;OR13G1;924;OR13G1
NM_001004486;chrX;+;130678047;130678974;1;OR13H1;927;OR13H1
NM_001004487;chr9;-;35869459;35870398;1;OR13J1;939;OR13J1
NM_001001966;chr1;-;247978101;247979031;1;OR14A16;930;OR14A16
NM_001001918;chr1;+;248512076;248513015;1;OR14C36;939;OR14C36
NM_001004734;chr1;-;248844669;248845605;1;OR14I1;936;OR14I1
NM_030946;chr6;+;29274466;29275432;1;OR14J1;966;OR14J1
NM_014565;chr17;+;3118914;3119844;1;OR1A1;930;OR1A1
NM_012352;chr17;+;3100812;3101742;1;OR1A2;930;OR1A2
NM_001004450;chr9;-;125390857;125391814;1;OR1B1;957;OR1B1
NM_012353;chr1;-;247920763;247921708;1;OR1C1;945;OR1C1
NM_002548;chr17;-;2995351;2996290;1;OR1D2;939;OR1D2
NR_033795;chr17;+;3143969;3144559;1;OR1D4;590;OR1D4
NM_014566;chr17;-;2965962;2966901;1;OR1D5;939;OR1D5
NM_003553;chr17;-;3300759;3301704;1;OR1E1;945;OR1E1
NM_003554;chr17;-;3336163;3337135;1;OR1E2;972;OR1E2
NM_012360;chr16;+;3254246;3255185;1;OR1F1;939;OR1F1
NR_002169;chr16;+;3265561;3266546;1;OR1F2P;985;OR1F2P
NM_003555;chr17;-;3029903;3030845;1;OR1G1;942;OR1G1
NM_001004713;chr19;+;15197876;15198944;1;OR1I1;1068;OR1I1
NM_001004451;chr9;-;125239236;125240205;1;OR1J1;969;OR1J1
NM_054107;chr9;+;125273080;125274022;1;OR1J2;942;OR1J2
NM_001004452;chr9;+;125281419;125282361;1;OR1J4;942;OR1J4
NM_080859;chr9;+;125562401;125563352;1;OR1K1;951;OR1K1
NM_001005236;chr9;+;125423994;125424927;1;OR1L1;933;OR1L1
NM_001005234;chr9;+;125437408;125438383;1;OR1L3;975;OR1L3
NM_001005235;chr9;+;125486268;125487204;1;OR1L4;936;OR1L4
NM_001004453;chr9;+;125512126;125513062;1;OR1L6;936;OR1L6
NM_001004454;chr9;-;125329826;125330756;1;OR1L8;930;OR1L8
NM_001004456;chr19;+;9203920;9204862;1;OR1M1;942;OR1M1
NM_012363;chr9;-;125288636;125289572;1;OR1N1;936;OR1N1
NM_001004457;chr9;+;125315448;125316441;1;OR1N2;993;OR1N2
NM_012364;chr9;+;125377016;125377961;1;OR1Q1;945;OR1Q1
NM_001004458;chr11;+;57982216;57983194;1;OR1S1;978;OR1S1
NM_001004459;chr11;-;57970675;57971653;1;OR1S2;978;OR1S2
NM_001005287;chr7;-;143929003;143929936;1;OR2A1;933;OR2A1
NM_001004135;chr7;+;143792200;143793133;1;OR2A12;933;OR2A12
NM_001001659;chr7;+;143826205;143827138;1;OR2A14;933;OR2A14
NM_001005480;chr7;+;143806675;143807632;1;OR2A2;957;OR2A2
NR_002158;chr7;-;143947766;143948696;1;OR2A20P;930;OR2A20P
NM_001004488;chr7;+;143771312;143772245;1;OR2A25;933;OR2A25
NM_030908;chr6;-;132020783;132022541;1;OR2A4;1758;OR2A4
NM_001001802;chr7;-;143929003;143929936;1;OR2A42;933;OR2A42
NM_012365;chr7;+;143747494;143748430;1;OR2A5;936;OR2A5
NM_001005328;chr7;-;143955788;143956721;1;OR2A7;933;OR2A7
NR_002157;chr7;-;143947563;143948548;1;OR2A9P;985;OR2A9P
NM_001005276;chr7;-;99473684;99474656;1;OR2AE1;972;OR2AE1
NM_001004489;chr11;+;6806247;6807245;1;OR2AG1;998;OR2AG1
NM_001004490;chr11;-;6789237;6790188;1;OR2AG2;951;OR2AG2
NM_001004491;chr1;+;248128633;248129641;1;OR2AK2;1008;OR2AK2
NM_001258285;chr12;+;55968198;55969128;1;OR2AP1;930;OR2AP1
NM_001005285;chr11;-;74799795;74800758;1;OR2AT4;963;OR2AT4
NM_001004492;chr1;-;247614330;247615284;1;OR2B11;954;OR2B11
NM_033057;chr6;-;27878962;27880174;1;OR2B2;1212;OR2B2
NM_001005226;chr6;-;29053984;29055090;1;OR2B3;1106;OR2B3
NM_012367;chr6;+;27925018;27925960;1;OR2B6;942;OR2B6
NM_012368;chr16;+;3405888;3406924;1;OR2C1;1036;OR2C1
NM_198074;chr1;-;247693433;247697141;2;OR2C3;3708;OR2C3
NM_003700;chr11;-;6912804;6913731;1;OR2D2;927;OR2D2
NM_001004684;chr11;+;6942232;6943225;1;OR2D3;993;OR2D3
NM_012369;chr7;+;143657019;143658108;1;OR2F1;1089;OR2F1
NM_001004685;chr7;+;143632325;143633279;1;OR2F2;954;OR2F2
NM_001001915;chr1;+;247751661;247752615;1;OR2G2;954;OR2G2
NM_001001914;chr1;+;247768887;247769817;1;OR2G3;930;OR2G3
NM_001013355;chr1;+;248684947;248685898;1;OR2G6;951;OR2G6
NM_030883;chr6_apd_hap1;+;729706;735577;3;OR2H1;5871;OR2H1
NM_007160;chr6;+;29555682;29556745;1;OR2H2;1063;OR2H2
NM_030905;chr6;+;29141310;29142351;1;OR2J2;1041;OR2J2
NM_001005216;chr6_mcf_hap5;+;383133;453829;2;OR2J3;70696;OR2J3
NM_205859;chr9;-;114089762;114090713;1;OR2K2;951;OR2K2
NM_175911;chr1;+;248100492;248264224;3;OR2L13;163732;OR2L13
NR_002145;chr1;+;248153568;248154493;1;OR2L1P;925;OR2L1P
NM_001004686;chr1;+;248201473;248202607;1;OR2L2;1134;OR2L2
NM_001004687;chr1;+;248223983;248224922;1;OR2L3;939;OR2L3
NM_001258284;chr1;+;248185249;248186188;1;OR2L5;939;OR2L5
NM_001001963;chr1;+;248112159;248113098;1;OR2L8;939;OR2L8
NR_002141;chr1;+;248285437;248286082;1;OR2M1P;645;OR2M1P
NM_001004688;chr1;+;248343287;248344331;1;OR2M2;1044;OR2M2
NM_001004689;chr1;+;248366369;248367308;1;OR2M3;939;OR2M3
NM_017504;chr1;+;248402230;248403166;1;OR2M4;936;OR2M4
NM_001004690;chr1;+;248308449;248309388;1;OR2M5;939;OR2M5
NM_001004691;chr1;-;248486931;248487870;1;OR2M7;939;OR2M7
NM_019897;chr9;-;35957104;35958151;1;OR2S2;1047;OR2S2
NM_030904;chr1;+;248569295;248570405;1;OR2T1;1110;OR2T1
NM_001004693;chr1;-;248756130;248757069;1;OR2T10;939;OR2T10
NM_001001964;chr1;-;248789478;248790429;1;OR2T11;951;OR2T11
NM_001004692;chr1;-;248457917;248458880;1;OR2T12;963;OR2T12
NM_001004136;chr1;+;248616098;248617073;1;OR2T2;975;OR2T2
NM_001001824;chr1;-;248813231;248814185;1;OR2T27;954;OR2T27
NM_001004694;chr1;-;248721844;248722792;1;OR2T29;948;OR2T29
NM_001005495;chr1;+;248636651;248637608;1;OR2T3;957;OR2T3
NM_001004695;chr1;-;248436153;248437116;1;OR2T33;963;OR2T33
NM_001001821;chr1;-;248737101;248738058;1;OR2T34;957;OR2T34
NM_001001827;chr1;-;248801587;248802559;1;OR2T35;972;OR2T35
NM_001004696;chr1;+;248524882;248525929;1;OR2T4;1047;OR2T4
NM_001004697;chr1;+;248651889;248652837;1;OR2T5;948;OR2T5
NM_001005471;chr1;+;248550909;248551836;1;OR2T6;927;OR2T6
NM_001005522;chr1;+;248084319;248085258;1;OR2T8;939;OR2T8
NM_001258283;chr5;-;180551356;180552304;1;OR2V1;948;OR2V1
NM_206880;chr5;+;180581942;180582890;1;OR2V2;948;OR2V2
NM_030903;chr6;-;29011989;29012952;1;OR2W1;963;OR2W1
NM_001001957;chr1;+;248058888;248059833;1;OR2W3;945;OR2W3
NM_001004698;chr1;+;247654369;247655711;1;OR2W5;1342;OR2W5
NM_001001657;chr5;-;180166122;180167058;1;OR2Y1;936;OR2Y1
NM_001004699;chr19;+;8841315;8842371;1;OR2Z1;1056;OR2Z1
NM_002550;chr17;-;3194928;3195876;1;OR3A1;948;OR3A1
NM_002551;chr17;-;3181183;3182268;1;OR3A2;1085;OR3A2
NM_012373;chr17;+;3323861;3324827;1;OR3A3;966;OR3A3
NR_024128;chr17;+;3213538;3214740;1;OR3A4P;1202;OR3A4P
NM_001005275;chr11;+;55135359;55136394;1;OR4A15;1035;OR4A15
NM_001005274;chr11;+;55110676;55111663;1;OR4A16;987;OR4A16
NM_001005512;chr11;+;48510344;48511274;1;OR4A47;930;OR4A47
NM_001005272;chr11;-;51411377;51412448;1;OR4A5;1071;OR4A5
NM_001005470;chr11;+;48238361;48239291;1;OR4B1;930;OR4B1
NM_001004700;chr11;-;55370829;55371874;1;OR4C11;1045;OR4C11
NM_001005270;chr11;-;50003008;50004071;1;OR4C12;1063;OR4C12
NM_001001955;chr11;+;49973942;49974971;1;OR4C13;1029;OR4C13
NM_001001920;chr11;+;55321782;55322895;1;OR4C15;1113;OR4C15
NM_001004701;chr11;+;55339603;55340536;1;OR4C16;933;OR4C16
NM_001004702;chr11;+;48346492;48347482;1;OR4C3;990;OR4C3
NM_001005513;chr11;-;48366899;48373999;2;OR4C45;7100;OR4C45
NM_001004703;chr11;+;51515281;51516211;1;OR4C46;930;OR4C46
NM_001004704;chr11;+;55432642;55433572;1;OR4C6;930;OR4C6
NM_012374;chr17;+;56232514;56233447;1;OR4D1;933;OR4D1
NM_001004705;chr11;+;59244902;59245838;1;OR4D10;936;OR4D10
NM_001004706;chr11;+;59271048;59271984;1;OR4D11;936;OR4D11
NM_001004707;chr17;+;56247016;56247940;1;OR4D2;924;OR4D2
NM_001001965;chr11;+;123810323;123811280;1;OR4D5;957;OR4D5
NM_001004708;chr11;+;59224433;59225378;1;OR4D6;945;OR4D6
NM_001004711;chr11;+;59282385;59283330;1;OR4D9;945;OR4D9
NM_001001912;chr14;+;22133296;22134238;1;OR4E2;942;OR4E2
NR_046417;chr15;+;102382321;102390527;5;OR4F13P;8206;OR4F13P
NM_001001674;chr15;+;102358389;102359328;1;OR4F15;939;OR4F15
NM_001005277;chr1;+;367658;368597;1;OR4F16;939;OR4F16
NM_001005240;chr19;+;110678;111596;1;OR4F17;918;OR4F17
NM_001005504;chr8;-;116085;117024;1;OR4F21;939;OR4F21
NM_001005221;chr1;+;367658;368597;1;OR4F29;939;OR4F29
NM_001005224;chr1;+;367658;368597;1;OR4F3;939;OR4F3
NM_001004195;chr15;-;102462344;102463262;1;OR4F4;918;OR4F4
NM_001005484;chr1;+;69090;70008;1;OR4F5;918;OR4F5
NM_001005326;chr15;+;102345922;102346861;1;OR4F6;939;OR4F6
NM_001004063;chr14;+;20403766;20404842;1;OR4K1;1076;OR4K1
NM_001004714;chr14;-;20502002;20502917;1;OR4K13;915;OR4K13
NM_001004712;chr14;-;20482419;20483352;1;OR4K14;933;OR4K14
NM_001005486;chr14;+;20443677;20444724;1;OR4K15;1047;OR4K15
NM_001004715;chr14;+;20585565;20586597;1;OR4K17;1032;OR4K17
NM_001005501;chr14;+;20344426;20345371;1;OR4K2;945;OR4K2
NM_001005483;chr14;+;20388765;20389737;1;OR4K5;972;OR4K5
NM_001004717;chr14;+;20528203;20529142;1;OR4L1;939;OR4L1
NM_001005500;chr14;+;20248481;20249423;1;OR4M1;942;OR4M1
NM_001004719;chr15;+;22368477;22369561;1;OR4M2;1084;OR4M2
NM_001004723;chr14;+;20271928;20296531;2;OR4N2;24603;OR4N2
NR_028067;chr15;+;22413461;22414395;1;OR4N3P;934;OR4N3P
NM_001005241;chr15;+;22382472;22383815;1;OR4N4;1343;OR4N4
NM_001004724;chr14;+;20611894;20612821;1;OR4N5;927;OR4N5
NM_001004124;chr11;+;55405833;55406772;1;OR4P4;939;OR4P4
NM_172194;chr14;+;20215586;20216528;1;OR4Q3;942;OR4Q3
NM_001004725;chr11;+;48327774;48328704;1;OR4S1;930;OR4S1
NM_001004059;chr11;+;55418379;55419315;1;OR4S2;936;OR4S2
NM_001004726;chr11;+;48285412;48286330;1;OR4X1;918;OR4X1
NM_001004727;chr11;+;48266655;48267567;1;OR4X2;912;OR4X2
NM_001004748;chr11;-;4976001;4976943;1;OR51A2;942;OR51A2
NM_001005329;chr11;-;4967388;4968330;1;OR51A4;942;OR51A4
NM_001004749;chr11;+;4928599;4929538;1;OR51A7;939;OR51A7
NM_033180;chr11;-;5344527;5345582;1;OR51B2;1055;OR51B2
NM_033179;chr11;-;5322243;5323176;1;OR51B4;933;OR51B4
NR_038321;chr11;-;5362112;5526882;5;OR51B5;164770;OR51B5
NM_001004750;chr11;+;5372737;5373676;1;OR51B6;939;OR51B6
NM_001004751;chr11;+;4660944;4662068;1;OR51D1;1124;OR51D1
NM_152430;chr11;+;4665155;4676716;2;OR51E1;11561;OR51E1
NM_030774;chr11;-;4701400;4719076;2;OR51E2;17676;OR51E2
NM_001004752;chr11;-;4790208;4791147;1;OR51F1;939;OR51F1
NM_001004753;chr11;+;4842615;4843644;1;OR51F2;1029;OR51F2
NM_001005237;chr11;-;4944603;4945569;1;OR51G1;966;OR51G1
NM_001005238;chr11;-;4935948;4936893;1;OR51G2;945;OR51G2
NM_001005288;chr11;-;5461771;5462783;1;OR51I1;1012;OR51I1
NM_001004754;chr11;+;5474637;5475707;1;OR51I2;1070;OR51I2
NM_001004755;chr11;+;5020212;5021160;1;OR51L1;948;OR51L1
NM_001004756;chr11;+;5410606;5411664;1;OR51M1;1058;OR51M1
NM_001004757;chr11;+;5443340;5444436;1;OR51Q1;1096;OR51Q1
NM_001004758;chr11;-;4869466;4870438;1;OR51S1;972;OR51S1
NM_001004759;chr11;+;4903048;4904113;1;OR51T1;1065;OR51T1
NM_001004760;chr11;-;5220964;5221930;1;OR51V1;966;OR51V1
NM_012375;chr11;-;5172660;5173599;1;OR52A1;939;OR52A1
NM_001005160;chr11;-;5152921;5153872;1;OR52A5;951;OR52A5
NM_001004052;chr11;-;6190584;6191556;1;OR52B2;972;OR52B2
NM_001005161;chr11;-;4388492;4389616;1;OR52B4;1124;OR52B4
NM_001005162;chr11;+;5602106;5603114;1;OR52B6;1008;OR52B6
NM_001005163;chr11;+;5509914;5510978;1;OR52D1;1064;OR52D1
NM_001005164;chr11;-;5079879;5080857;1;OR52E2;978;OR52E2
NM_001005165;chr11;+;5905522;5906461;1;OR52E4;939;OR52E4
NM_001005167;chr11;-;5862185;5863127;1;OR52E6;942;OR52E6
NM_001005168;chr11;-;5877978;5878932;1;OR52E8;954;OR52E8
NM_001005289;chr11;-;5565790;5566753;1;OR52H1;963;OR52H1
NM_001005169;chr11;+;4615268;4616243;1;OR52I1;975;OR52I1
NM_001005170;chr11;+;4608020;4609135;1;OR52I2;1115;OR52I2
NM_001001916;chr11;+;5067755;5068691;1;OR52J3;936;OR52J3
NM_001005171;chr11;+;4510108;4511138;1;OR52K1;1030;OR52K1
NM_001005172;chr11;+;4470524;4471591;1;OR52K2;1067;OR52K2
NM_001005173;chr11;-;6007121;6008215;1;OR52L1;1094;OR52L1
NM_001004137;chr11;+;4566420;4567374;1;OR52M1;954;OR52M1
NM_001001913;chr11;-;5809083;5810046;1;OR52N1;963;OR52N1
NM_001005174;chr11;+;5841565;5842531;1;OR52N2;966;OR52N2
NM_001005175;chr11;+;5775922;5776959;1;OR52N4;1037;OR52N4
NM_001001922;chr11;-;5798863;5799897;1;OR52N5;1034;OR52N5
NM_001005177;chr11;-;4824662;4825610;1;OR52R1;948;OR52R1
NM_001005178;chr11;+;6220453;6221416;1;OR52W1;963;OR52W1
NM_001001917;chr11;-;6047900;6048971;1;OR56A1;1071;OR56A1
NM_001003443;chr11;+;5968576;5969524;1;OR56A3;948;OR56A3
NM_001005179;chr11;-;6023280;6024378;1;OR56A4;1098;OR56A4
NM_001146033;chr11;-;5988782;5989724;1;OR56A5;942;OR56A5
NM_001005180;chr11;+;5757677;5758768;1;OR56B1;1091;OR56B1
NM_001005181;chr11;+;6129008;6129968;1;OR56B4;960;OR56B4
NM_001004728;chr11;+;59210641;59211589;1;OR5A1;948;OR5A1
NM_001001954;chr11;-;59189451;59190426;1;OR5A2;975;OR5A2
NM_054106;chr3;+;97806016;97806946;1;OR5AC2;930;OR5AC2
NM_001005323;chr11;+;56756388;56757318;1;OR5AK2;930;OR5AK2
NR_036445;chr11;+;56805008;56805935;1;OR5AK4P;927;OR5AK4P
NM_001004729;chr11;+;59131931;59132867;1;OR5AN1;936;OR5AN1
NM_001002925;chr11;-;56408964;56409915;1;OR5AP2;951;OR5AP2
NM_001004730;chr11;+;56431161;56432094;1;OR5AR1;933;OR5AR1
NM_001001921;chr11;+;55797894;55798869;1;OR5AS1;975;OR5AS1
NM_001004731;chr14;-;21623095;21624184;1;OR5AU1;1089;OR5AU1
NM_001004733;chr11;-;58206592;58207646;1;OR5B12;1054;OR5B12
NM_001005489;chr11;-;58125597;58126542;1;OR5B17;945;OR5B17
NM_001005566;chr11;-;58189737;58190786;1;OR5B2;1049;OR5B2
NM_001005218;chr11;-;58274648;58275578;1;OR5B21;930;OR5B21
NM_001005469;chr11;-;58169937;58170882;1;OR5B3;945;OR5B3
NM_001001923;chr9;+;125551211;125552174;1;OR5C1;963;OR5C1
NM_001001967;chr11;+;55540913;55541858;1;OR5D13;945;OR5D13
NM_001004735;chr11;+;55563031;55563976;1;OR5D14;945;OR5D14
NM_001005496;chr11;+;55606227;55607214;1;OR5D16;987;OR5D16
NM_001001952;chr11;+;55587105;55588047;1;OR5D18;942;OR5D18
NR_027711;chr11;+;7870597;7871118;1;OR5E1P;521;OR5E1P
NM_003697;chr11;-;55761156;55762101;1;OR5F1;945;OR5F1
NM_001005338;chr3;+;97851541;97852483;1;OR5H1;942;OR5H1
NM_001005514;chr3;+;97868229;97869162;1;OR5H14;933;OR5H14
NM_001005515;chr3;+;97887543;97888485;1;OR5H15;942;OR5H15
NM_001005482;chr3;+;98001731;98002676;1;OR5H2;945;OR5H2
NM_001005479;chr3;+;97983128;97984106;1;OR5H6;978;OR5H6
NM_006637;chr11;-;55702931;55703876;1;OR5I1;945;OR5I1
NM_001005492;chr11;+;55944093;55945032;1;OR5J2;939;OR5J2
NM_001004736;chr3;+;98188420;98189372;1;OR5K1;952;OR5K1
NM_001004737;chr3;+;98216524;98217475;1;OR5K2;951;OR5K2
NM_001005516;chr3;+;98109509;98110475;1;OR5K3;966;OR5K3
NM_001005517;chr3;+;98072697;98073663;1;OR5K4;966;OR5K4
NM_001004738;chr11;+;55578942;55579878;1;OR5L1;936;OR5L1
NM_001004739;chr11;+;55594694;55595630;1;OR5L2;936;OR5L2
NM_001004740;chr11;-;56380030;56380978;1;OR5M1;948;OR5M1
NM_001004741;chr11;-;56344249;56345197;1;OR5M10;948;OR5M10
NM_001005245;chr11;-;56309815;56310733;1;OR5M11;918;OR5M11
NM_001004742;chr11;-;56236963;56238014;1;OR5M3;1051;OR5M3
NM_001005282;chr11;-;56257910;56258846;1;OR5M8;936;OR5M8
NM_001004743;chr11;-;56229944;56230877;1;OR5M9;933;OR5M9
NM_153444;chr11;-;7817520;7818489;1;OR5P2;969;OR5P2
NM_153445;chr11;-;7846583;7847519;1;OR5P3;936;OR5P3
NM_001004744;chr11;-;56184733;56185708;1;OR5R1;975;OR5R1
NM_001004745;chr11;+;56043114;56044095;1;OR5T1;981;OR5T1
NM_001004746;chr11;-;55999581;56000661;1;OR5T2;1080;OR5T2
NM_001004747;chr11;+;56019675;56020698;1;OR5T3;1023;OR5T3
NM_030876;chr6;-;29323006;29324054;1;OR5V1;1048;OR5V1
NM_001001960;chr11;-;55681125;55682058;1;OR5W2;933;OR5W2
NM_003696;chr11;-;6815755;6817139;1;OR6A2;1384;OR6A2
NM_001005281;chr7;+;143701089;143702025;1;OR6B1;936;OR6B1
NM_001005853;chr2;-;240968907;240969846;1;OR6B2;939;OR6B2
NM_173351;chr2;-;240984493;240985489;1;OR6B3;996;OR6B3
NM_001005182;chr12;+;55714383;55715322;1;OR6C1;939;OR6C1
NM_054105;chr12;+;55845997;55846936;1;OR6C2;939;OR6C2
NM_054104;chr12;+;55725484;55726420;1;OR6C3;936;OR6C3
NM_001005494;chr12;+;55945010;55945940;1;OR6C4;930;OR6C4
NM_001005493;chr12;-;55688071;55689016;1;OR6C6;945;OR6C6
NM_001005518;chr12;+;55794312;55795251;1;OR6C65;939;OR6C65
NM_001005519;chr12;+;55886161;55887100;1;OR6C68;939;OR6C68
NM_001005499;chr12;-;55862983;55863922;1;OR6C70;939;OR6C70
NM_001005490;chr12;+;55641071;55642010;1;OR6C74;939;OR6C74
NM_001005497;chr12;+;55758894;55759833;1;OR6C75;939;OR6C75
NM_001005183;chr12;+;55820037;55820976;1;OR6C76;939;OR6C76
NM_001005286;chr1;-;247875130;247876057;1;OR6F1;927;OR6F1
NM_001005279;chr1;-;158669467;158670442;1;OR6K2;975;OR6K2
NM_001005327;chr1;-;158686957;158687905;1;OR6K3;948;OR6K3
NM_001005184;chr1;+;158724605;158725637;1;OR6K6;1032;OR6K6
NM_001005325;chr11;-;123676115;123677057;1;OR6M1;942;OR6M1
NM_001005185;chr1;-;158735533;158736472;1;OR6N1;939;OR6N1
NM_001005278;chr1;-;158746471;158747425;1;OR6N2;954;OR6N2
NM_001160325;chr1;-;158532440;158533394;1;OR6P1;954;OR6P1
NM_001005186;chr11;+;57798424;57799378;1;OR6Q1;954;OR6Q1
NM_001001968;chr14;-;21108854;21109850;1;OR6S1;996;OR6S1
NM_001005187;chr11;-;123813573;123814545;1;OR6T1;972;OR6T1
NM_001001667;chr7;+;142749437;142750379;1;OR6V1;942;OR6V1
NR_002140;chr7;-;142759380;142760882;1;OR6W1P;1502;OR6W1P
NM_001005188;chr11;-;123624287;123625226;1;OR6X1;939;OR6X1
NM_001005189;chr1;-;158516917;158517895;1;OR6Y1;978;OR6Y1
NM_001005190;chr19;-;14951759;14952689;1;OR7A10;930;OR7A10
NM_030901;chr19;-;14991237;14992167;1;OR7A17;930;OR7A17
NM_017506;chr19;-;14937138;14939276;1;OR7A5;2138;OR7A5
NM_198944;chr19;-;14909985;14910948;1;OR7C1;963;OR7C1
NM_012377;chr19;+;15052300;15053260;1;OR7C2;960;OR7C2
NM_175883;chr19;+;9296269;9299493;1;OR7D2;3224;OR7D2
NM_001005191;chr19;-;9324525;9325547;1;OR7D4;1022;OR7D4
NR_044999;chr11;-;3411936;3413145;1;OR7E12P;1209;OR7E12P
NR_045002;chr11;+;17073432;17074591;1;OR7E14P;1159;OR7E14P
NR_002171;chr13;+;64311567;64316701;4;OR7E156P;5134;OR7E156P
NM_001079935;chr19;+;9361719;9362739;1;OR7E24;1020;OR7E24
NR_045004;chr11;-;86567972;86568996;1;OR7E2P;1024;OR7E2P
NR_002163;chr13;+;42016699;42017902;1;OR7E37P;1203;OR7E37P
NR_027688;chr11;-;55746178;55753881;4;OR7E5P;7703;OR7E5P
NR_002185;chr2;+;71251204;71257060;3;OR7E91P;5856;OR7E91P
NM_001005192;chr19;-;9225503;9226439;1;OR7G1;936;OR7G1
NM_001005193;chr19;-;9212944;9213982;1;OR7G2;1038;OR7G2
NM_001001958;chr19;-;9236687;9237626;1;OR7G3;939;OR7G3
NM_001005194;chr11;+;124439964;124440945;1;OR8A1;981;OR8A1
NM_001005195;chr11;-;124412617;124413550;1;OR8B12;933;OR8B12
NM_001005468;chr11;-;124252297;124253239;1;OR8B2;942;OR8B2
NM_001005467;chr11;-;124266305;124267247;1;OR8B3;942;OR8B3
NM_001005196;chr11;-;124293837;124294767;1;OR8B4;930;OR8B4
NM_012378;chr11;-;124310045;124310981;1;OR8B8;936;OR8B8
NM_001002917;chr11;-;124179735;124180662;1;OR8D1;927;OR8D1
NM_001002918;chr11;-;124189157;124190093;1;OR8D2;936;OR8D2
NM_001005197;chr11;+;123777138;123778083;1;OR8D4;945;OR8D4
NM_001002905;chr11;+;124120422;124135756;2;OR8G1;15334;OR8G1
NM_001007249;chr11;+;124095397;124096312;1;OR8G2;915;OR8G2
NM_001005198;chr11;+;124134722;124135763;1;OR8G5;1041;OR8G5
NM_001005199;chr11;-;56057602;56058538;1;OR8H1;936;OR8H1
NM_001005200;chr11;+;55872518;55873457;1;OR8H2;939;OR8H2
NM_001005201;chr11;+;55889848;55890787;1;OR8H3;939;OR8H3
NM_001003750;chr11;+;55860783;55861716;1;OR8I2;933;OR8I2
NM_001005205;chr11;+;56127690;56128764;1;OR8J1;1074;OR8J1
NM_001004064;chr11;-;55904246;55905194;1;OR8J3;948;OR8J3
NM_001002907;chr11;+;56113514;56114474;1;OR8K1;960;OR8K1
NM_001005202;chr11;+;56085782;56086721;1;OR8K3;939;OR8K3
